dataset,model,policy_type,threshold_or_band,precision,recall,specificity,f1,roc_auc,pr_auc,brier,ece,tn,fp,fn,tp,expected_cost,eligible_basic,eligible_strict,failed_criteria,rank_basic,rank_strict,winner_basic,winner_strict,decision_comment,source_file,source_comment,failed_criteria_basic,failed_criteria_strict
taiwan,Best XGBoost,manual_review_band:C_manual_review_rate_0_30,t_low=0.13; t_high=0.22,0.478735632183908,0.627731725697061,0.8059062700620586,0.5432018258884903,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3766,907,494,833,1857.0,True,True,,11.0,10.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2942; low_risk_default_rate=0.0762. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best XGBoost,manual_review_band:N_review_0_30_precision_0_45_low_default_0_10,t_low=0.13; t_high=0.22,0.478735632183908,0.627731725697061,0.8059062700620586,0.5432018258884903,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3766,907,494,833,1857.0,True,True,,12.0,11.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2942; low_risk_default_rate=0.0762. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best CatBoost,manual_review_band:B_manual_review_rate_0_25,t_low=0.15; t_high=0.25,0.5078963992419456,0.6058779201205727,0.8332976674513161,0.5525773195876288,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3894,779,523,804,2044.0,True,True,,13.0,12.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2455; low_risk_default_rate=0.0859. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best CatBoost,manual_review_band:K_review_0_25_precision_0_40,t_low=0.15; t_high=0.25,0.5078963992419456,0.6058779201205727,0.8332976674513161,0.5525773195876288,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3894,779,523,804,2044.0,True,True,,14.0,13.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2455; low_risk_default_rate=0.0859. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best CatBoost,manual_review_band:L_review_0_25_low_default_0_10,t_low=0.15; t_high=0.25,0.5078963992419456,0.6058779201205727,0.8332976674513161,0.5525773195876288,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3894,779,523,804,2044.0,True,True,,15.0,14.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2455; low_risk_default_rate=0.0859. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best XGBoost,manual_review_band:B_manual_review_rate_0_25,t_low=0.14; t_high=0.21,0.4633749321758003,0.6435568952524491,0.7883586561095656,0.5388012618296529,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3684,989,473,854,2074.0,True,True,,16.0,15.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2442; low_risk_default_rate=0.0806. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best XGBoost,manual_review_band:K_review_0_25_precision_0_40,t_low=0.14; t_high=0.21,0.4633749321758003,0.6435568952524491,0.7883586561095656,0.5388012618296529,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3684,989,473,854,2074.0,True,True,,17.0,16.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2442; low_risk_default_rate=0.0806. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best XGBoost,manual_review_band:L_review_0_25_low_default_0_10,t_low=0.14; t_high=0.21,0.4633749321758003,0.6435568952524491,0.7883586561095656,0.5388012618296529,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3684,989,473,854,2074.0,True,True,,18.0,17.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2442; low_risk_default_rate=0.0806. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,SCRE-Pareto,manual_review_band:B_manual_review_rate_0_25,t_low=0.15; t_high=0.24,0.4944649446494465,0.6058779201205727,0.8240958698908624,0.5445309854385372,0.7838847515211484,0.5661401114278397,0.1340166575484842,0.0112687581693097,3851,822,523,804,2092.0,True,True,,19.0,18.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2467; low_risk_default_rate=0.0878. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,SCRE-Pareto,manual_review_band:K_review_0_25_precision_0_40,t_low=0.15; t_high=0.24,0.4944649446494465,0.6058779201205727,0.8240958698908624,0.5445309854385372,0.7838847515211484,0.5661401114278397,0.1340166575484842,0.0112687581693097,3851,822,523,804,2092.0,True,True,,20.0,19.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2467; low_risk_default_rate=0.0878. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,SCRE-Pareto,manual_review_band:L_review_0_25_low_default_0_10,t_low=0.15; t_high=0.24,0.4944649446494465,0.6058779201205727,0.8240958698908624,0.5445309854385372,0.7838847515211484,0.5661401114278397,0.1340166575484842,0.0112687581693097,3851,822,523,804,2092.0,True,True,,21.0,20.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.2467; low_risk_default_rate=0.0878. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,Best CatBoost,manual_review_band:A_manual_review_rate_0_20,t_low=0.14; t_high=0.19,0.4311348205625606,0.6699321778447627,0.748983522362508,0.5246385364414281,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3500,1173,438,889,2313.0,True,False,,22.0,,False,False,Basic eligible three-way decision-support policy; not an automatic rejection rule.,manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.1920; low_risk_default_rate=0.0818. More defensible screening policy: precision and FP improve with bounded review load.,,precision<0.45
taiwan,SCRE-Pareto,manual_review_band:A_manual_review_rate_0_20,t_low=0.14; t_high=0.19,0.4142468239564428,0.6880180859080633,0.7237320778942863,0.5171339563862929,0.7838847515211484,0.5661401114278397,0.1340166575484842,0.0112687581693097,3382,1291,414,913,2371.0,True,False,,23.0,,False,False,Basic eligible three-way decision-support policy; not an automatic rejection rule.,manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.1823; low_risk_default_rate=0.0799. More defensible screening policy: precision and FP improve with bounded review load.,,precision<0.45
taiwan,Old SCRE-Credit,cost_matrix:FN3_FP1,threshold=0.250,0.5025157232704403,0.6021100226073851,0.8307297239460731,0.5478231059307509,0.78157176397432,0.5444404951784547,0.1344745846625019,0.016134514337013,3882,791,528,799,2375.0,True,True,,24.0,24.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_taiwan.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
taiwan,SCRE-Optimized,manual_review_band:A_manual_review_rate_0_20,t_low=0.16; t_high=0.23,0.4802784222737819,0.6239638281838734,0.8082602182751979,0.5427728613569323,0.7846896124879075,0.5669357617133086,0.1337668360698752,0.0106719812128829,3777,896,499,828,2376.0,True,True,,25.0,25.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.1898; low_risk_default_rate=0.0944. More defensible screening policy: precision and FP improve with bounded review load.,,
taiwan,SCRE-Pareto,cost_matrix:FN3_FP1,threshold=0.235,0.4909638554216867,0.6141672946495855,0.8191739781724802,0.5456980247740206,0.7838847515211484,0.5661401114278397,0.1340166575484842,0.0112687581693097,3828,845,512,815,2381.0,True,True,,26.0,27.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_taiwan.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
taiwan,Best Scorecard,manual_review_band:A_manual_review_rate_0_20,t_low=0.14; t_high=0.19,0.4194324194324194,0.6571213262999246,0.7417076824309865,0.5120375807398707,0.772310218670291,0.5428529752936853,0.1369802354742906,0.013838796992413,3466,1207,455,872,2452.0,True,False,,27.0,,False,False,Basic eligible three-way decision-support policy; not an automatic rejection rule.,manual_review_band_optimized_taiwan.csv,Three-way policy; expected_cost is remaining auto-decision cost. manual_review_rate=0.1847; low_risk_default_rate=0.0885. More defensible screening policy: precision and FP improve with bounded review load.,,precision<0.45
taiwan,LightGBM::lightgbm_scale_pos_weight_2.5,imbalance_training:uncalibrated:precision_0_40,threshold=0.315,0.4011824324324324,0.7159005275056518,0.6965546757971325,0.5142083897158322,0.7767228435217078,0.5520374225312856,0.151482967934668,0.1004888056528262,3255,1418,377,950,3303.0,True,False,,28.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,scale_pos_weight=2.5; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,LightGBM::lightgbm_scale_pos_weight_3.5,imbalance_training:sigmoid:precision_0_40,threshold=0.205,0.4031637451902522,0.7106254709871892,0.701262572223411,0.514457174031642,0.7766913167096458,0.553542013148044,0.136213659451989,0.0113287244411339,3277,1396,384,943,3316.0,True,False,,29.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,scale_pos_weight=3.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,LightGBM::lightgbm_scale_pos_weight_2.5,imbalance_training:sigmoid:precision_0_40,threshold=0.205,0.4073107049608355,0.7053504144687265,0.7085384121549326,0.5164137931034483,0.7767228435217078,0.5520374225312856,0.1360883276301708,0.0111950181480029,3311,1362,391,936,3317.0,True,False,,30.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,scale_pos_weight=2.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,Best CatBoost,precision_constraint:B_min_precision_0_40,threshold=0.180,0.4176578225068618,0.6880180859080633,0.7275839931521506,0.5197836606888699,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3400,1273,414,913,3343.0,True,False,,31.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-709, precision delta=0.0662, recall delta=-0.1213, cost delta=96; selected on validation.",,precision<0.45
taiwan,Best CatBoost,precision_constraint:G_min_specificity_0_70,threshold=0.180,0.4176578225068618,0.6880180859080633,0.7275839931521506,0.5197836606888699,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3400,1273,414,913,3343.0,True,False,,32.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-709, precision delta=0.0662, recall delta=-0.1213, cost delta=96; selected on validation.",,precision<0.45
taiwan,Best CatBoost,precision_constraint:K_precision_0_40_recall_0_65,threshold=0.180,0.4176578225068618,0.6880180859080633,0.7275839931521506,0.5197836606888699,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3400,1273,414,913,3343.0,True,False,,33.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-709, precision delta=0.0662, recall delta=-0.1213, cost delta=96; selected on validation.",,precision<0.45
taiwan,Best CatBoost,precision_constraint:M_precision_0_40_specificity_0_60,threshold=0.180,0.4176578225068618,0.6880180859080633,0.7275839931521506,0.5197836606888699,0.7853434511554537,0.5639167825429635,0.133690712785661,0.0077638887959482,3400,1273,414,913,3343.0,True,False,,34.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-709, precision delta=0.0662, recall delta=-0.1213, cost delta=96; selected on validation.",,precision<0.45
taiwan,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:isotonic:precision_0_45,threshold=0.235,0.4646739130434782,0.6443104747550866,0.7892146372779799,0.5399431638774866,0.7806457142645197,0.5474181493032805,0.1343197876605744,0.0095277965648395,3688,985,472,855,3345.0,True,True,,35.0,30.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",imbalance_training_variants_taiwan.csv,sample_weight positive class=1.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,
taiwan,SCRE-Optimized,precision_constraint:C_min_precision_0_45,threshold=0.205,0.4451219512195122,0.6601356443104748,0.7663171410228975,0.5317147192716237,0.7846896124879075,0.5669357617133086,0.1337668360698752,0.0106719812128829,3581,1092,451,876,3347.0,True,False,,36.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-740, precision delta=0.0850, recall delta=-0.1168, cost delta=35; selected on validation.",,precision<0.45
taiwan,SCRE-Optimized,precision_constraint:L_precision_0_45_recall_0_60,threshold=0.205,0.4451219512195122,0.6601356443104748,0.7663171410228975,0.5317147192716237,0.7846896124879075,0.5669357617133086,0.1337668360698752,0.0106719812128829,3581,1092,451,876,3347.0,True,False,,37.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-740, precision delta=0.0850, recall delta=-0.1168, cost delta=35; selected on validation.",,precision<0.45
taiwan,SCRE-Optimized,precision_constraint:N_precision_0_45_specificity_0_60,threshold=0.205,0.4451219512195122,0.6601356443104748,0.7663171410228975,0.5317147192716237,0.7846896124879075,0.5669357617133086,0.1337668360698752,0.0106719812128829,3581,1092,451,876,3347.0,True,False,,38.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-740, precision delta=0.0850, recall delta=-0.1168, cost delta=35; selected on validation.",,precision<0.45
taiwan,Best XGBoost,precision_constraint:C_min_precision_0_45,threshold=0.205,0.4547844374342797,0.651846269781462,0.778086882088594,0.5357695881077733,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3636,1037,462,865,3347.0,True,True,,39.0,31.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-1161, precision delta=0.1192, recall delta=-0.1846, cost delta=64; selected on validation.",,
taiwan,Best XGBoost,precision_constraint:L_precision_0_45_recall_0_60,threshold=0.205,0.4547844374342797,0.651846269781462,0.778086882088594,0.5357695881077733,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3636,1037,462,865,3347.0,True,True,,40.0,32.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-1161, precision delta=0.1192, recall delta=-0.1846, cost delta=64; selected on validation.",,
taiwan,Best XGBoost,precision_constraint:N_precision_0_45_specificity_0_60,threshold=0.205,0.4547844374342797,0.651846269781462,0.778086882088594,0.5357695881077733,0.7826485134584009,0.5624784540120215,0.1343163230559995,0.0095047983326949,3636,1037,462,865,3347.0,True,True,,41.0,33.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",precision_constrained_test_results_taiwan.csv,"balanced FP reduction with tolerable recall loss; FP delta=-1161, precision delta=0.1192, recall delta=-0.1846, cost delta=64; selected on validation.",,
taiwan,XGBoost::xgboost_max_delta_step_1,imbalance_training:uncalibrated:precision_0_45,threshold=0.210,0.4417670682730923,0.6631499623210249,0.762037235180826,0.5302802048809883,0.7819856440927704,0.5607154702229495,0.1345293026565397,0.0139914080721015,3561,1112,447,880,3347.0,True,False,,42.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,max_delta_step=1; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,XGBoost::xgboost_max_delta_step_1,imbalance_training:sigmoid:precision_0_45,threshold=0.215,0.4415454089312594,0.6631499623210249,0.7618232398887225,0.5301204819277109,0.7819856440927704,0.5607154702229495,0.1344621864068619,0.0120316362681072,3560,1113,447,880,3348.0,True,False,,43.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,max_delta_step=1; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,XGBoost::xgboost_baseline,imbalance_training:uncalibrated:precision_0_45,threshold=0.215,0.4455193482688391,0.6593820648078372,0.7669591268992082,0.5317532664843513,0.7829107262277759,0.5631401607278714,0.1344234313557988,0.0135293461568653,3584,1089,452,875,3349.0,True,False,,44.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,baseline XGBoost; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,XGBoost::xgboost_scale_pos_weight_1,imbalance_training:uncalibrated:precision_0_45,threshold=0.215,0.4455193482688391,0.6593820648078372,0.7669591268992082,0.5317532664843513,0.7829107262277759,0.5631401607278714,0.1344234313557988,0.0135293461568653,3584,1089,452,875,3349.0,True,False,,45.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,scale_pos_weight=1; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,XGBoost::xgboost_max_delta_step_5,imbalance_training:uncalibrated:precision_0_45,threshold=0.215,0.4455193482688391,0.6593820648078372,0.7669591268992082,0.5317532664843513,0.7829107262277759,0.5631401607278714,0.1344234313557988,0.0135293461568653,3584,1089,452,875,3349.0,True,False,,46.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,max_delta_step=5; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,LightGBM::lightgbm_baseline,imbalance_training:uncalibrated:precision_0_40,threshold=0.180,0.4035467128027681,0.7030896759608138,0.7049004921891718,0.5127782357790602,0.7785942944372028,0.5567928574197627,0.1363454323961647,0.0288197420089801,3294,1379,394,933,3349.0,True,False,,47.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,baseline LightGBM; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,LightGBM::lightgbm_scale_pos_weight_1,imbalance_training:uncalibrated:precision_0_40,threshold=0.180,0.4035467128027681,0.7030896759608138,0.7049004921891718,0.5127782357790602,0.7785942944372028,0.5567928574197627,0.1363454323961647,0.0288197420089801,3294,1379,394,933,3349.0,True,False,,48.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,scale_pos_weight=1; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,LightGBM::lightgbm_baseline,imbalance_training:sigmoid:precision_0_40,threshold=0.200,0.4009413778348309,0.706103993971364,0.7004065910549968,0.5114628820960699,0.7785942944372028,0.5567928574197627,0.1356935218151835,0.0105408182885294,3273,1400,390,937,3350.0,True,False,,49.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,baseline LightGBM; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
taiwan,LightGBM::lightgbm_scale_pos_weight_1,imbalance_training:sigmoid:precision_0_40,threshold=0.200,0.4009413778348309,0.706103993971364,0.7004065910549968,0.5114628820960699,0.7785942944372028,0.5567928574197627,0.1356935218151835,0.0105408182885294,3273,1400,390,937,3350.0,True,False,,50.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_taiwan.csv,scale_pos_weight=1; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.45
