dataset,model,policy_type,threshold_or_band,precision,recall,specificity,f1,roc_auc,pr_auc,brier,ece,tn,fp,fn,tp,expected_cost,eligible_basic,eligible_strict,failed_criteria,rank_basic,rank_strict,winner_basic,winner_strict,decision_comment,source_file,source_comment,failed_criteria_basic,failed_criteria_strict
heloc,SCRE-Pareto,cost_matrix:FN2_FP1,threshold=0.315,0.6459197786998617,0.9085603112840468,0.4593453009503696,0.7550525464834277,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,435,512,94,934,700.0,True,True,,11.0,28.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,More conservative cost ratio; lower FP burden is prioritized.,,
heloc,Old SCRE-Credit,cost_matrix:FN2_FP1,threshold=0.340,0.6428571428571429,0.9105058365758756,0.4508975712777191,0.7536231884057971,0.8031069854013699,0.7939090859748776,0.1816509604613032,0.0221286246684385,427,520,92,936,704.0,True,True,,12.0,29.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,More conservative cost ratio; lower FP burden is prioritized.,,
heloc,SCRE-Pareto,cost_matrix:FN3_FP1,threshold=0.265,0.62426614481409,0.9309338521400778,0.3917634635691658,0.7473643108160876,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,371,576,71,957,789.0,True,True,,13.0,34.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,Old SCRE-Credit,cost_matrix:FN3_FP1,threshold=0.305,0.6250820748522653,0.926070038910506,0.3970432946145723,0.7463739709917679,0.8031069854013699,0.7939090859748776,0.1816509604613032,0.0221286246684385,376,571,76,952,799.0,True,True,,14.0,35.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,SCRE-Optimized,cost_matrix:FN3_FP1,threshold=0.295,0.6207792207792208,0.9299610894941636,0.3833157338965153,0.7445482866043615,0.8054618516798903,0.8130412263027302,0.1826624630703945,0.0461492617621134,363,584,72,956,800.0,True,True,,15.0,36.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,Best XGBoost,cost_matrix:FN3_FP1,threshold=0.280,0.637661454792658,0.9124513618677044,0.4371700105596621,0.7507002801120447,0.8034243915867845,0.8049379257181238,0.1805361226302977,0.0204289726453994,414,533,90,938,803.0,True,True,,16.0,37.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,Best CatBoost,cost_matrix:FN3_FP1,threshold=0.265,0.6259087904824852,0.9212062256809338,0.4023231256599788,0.7453758362849272,0.8040936153078122,0.8115982528808503,0.1802440277917598,0.0107832103485953,381,566,81,947,809.0,True,True,,17.0,38.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,Best Scorecard,cost_matrix:FN3_FP1,threshold=0.260,0.6219751471550032,0.9250972762645916,0.3896515311510031,0.7438404380132968,0.801480407101681,0.8038770280230678,0.1816523806088388,0.014207949481563,369,578,77,951,809.0,True,True,,18.0,39.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,Best LightGBM,cost_matrix:FN3_FP1,threshold=0.250,0.601875,0.9367704280155642,0.3273495248152059,0.7328767123287672,0.7873327197498552,0.7932806208861143,0.1882896306735732,0.0282064278391865,310,637,65,963,832.0,True,True,,19.0,40.0,False,False,"Strict eligible; usable candidate, but not the lowest-cost ranked winner.",cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,
heloc,XGBoost::xgboost_scale_pos_weight_2,imbalance_training:sigmoid:cost_optimal_FN5_FP1,threshold=0.215,0.5940892641737032,0.958171206225681,0.2893347412882788,0.7334326135517498,0.7958395136803093,0.7981492288927658,0.1838075677646492,0.0178054343590313,274,673,43,985,888.0,True,False,,20.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,scale_pos_weight=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_scale_pos_weight_2,imbalance_training:sigmoid:precision_0_40,threshold=0.215,0.5940892641737032,0.958171206225681,0.2893347412882788,0.7334326135517498,0.7958395136803093,0.7981492288927658,0.1838075677646492,0.0178054343590313,274,673,43,985,888.0,True,False,,21.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,scale_pos_weight=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_scale_pos_weight_2,imbalance_training:sigmoid:precision_0_45,threshold=0.215,0.5940892641737032,0.958171206225681,0.2893347412882788,0.7334326135517498,0.7958395136803093,0.7981492288927658,0.1838075677646492,0.0178054343590313,274,673,43,985,888.0,True,False,,22.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,scale_pos_weight=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,SCRE-Pareto,precision_constraint:A_min_precision_0_35,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,23.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:B_min_precision_0_40,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,24.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:C_min_precision_0_45,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,25.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:D_min_precision_0_50,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,26.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:H_fp_budget_2000,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,27.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:I_fp_budget_1750,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,28.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:J_fp_budget_1500,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,29.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:K_precision_0_40_recall_0_65,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,30.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,precision_constraint:L_precision_0_45_recall_0_60,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840708,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,31.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=45, precision delta=-0.0115, recall delta=0.0117, cost delta=-15; selected on validation.",,precision<0.6; specificity<0.2
heloc,SCRE-Pareto,cost_matrix:FN5_FP1,threshold=0.175,0.5609348914858097,0.980544747081712,0.1668426610348468,0.7136283185840707,0.8055450552430572,0.8104075742041918,0.180072497474567,0.0276944558030183,158,789,20,1008,889.0,True,False,,32.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,cost_matrix_sensitivity_heloc.csv,Reference-like cost tradeoff; use alongside precision/specificity constraints.,,precision<0.6; specificity<0.2
heloc,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:uncalibrated:cost_optimal_FN5_FP1,threshold=0.230,0.5952813067150635,0.9571984435797666,0.293558606124604,0.7340544572920552,0.795389084514276,0.7993501612837668,0.1889998091235448,0.0671201120562191,278,669,44,984,889.0,True,False,,33.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=1.5; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:uncalibrated:precision_0_40,threshold=0.230,0.5952813067150635,0.9571984435797666,0.293558606124604,0.7340544572920552,0.795389084514276,0.7993501612837668,0.1889998091235448,0.0671201120562191,278,669,44,984,889.0,True,False,,34.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=1.5; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:uncalibrated:precision_0_45,threshold=0.230,0.5952813067150635,0.9571984435797666,0.293558606124604,0.7340544572920552,0.795389084514276,0.7993501612837668,0.1889998091235448,0.0671201120562191,278,669,44,984,889.0,True,False,,35.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=1.5; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:isotonic:cost_optimal_FN5_FP1,threshold=0.170,0.5759676487579434,0.9698443579766536,0.2249208025343189,0.7227256252265313,0.7944774405351324,0.7881858630684351,0.1850881321795869,0.0289005037689594,213,734,31,997,889.0,True,False,,36.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:isotonic:precision_0_40,threshold=0.170,0.5759676487579434,0.9698443579766536,0.2249208025343189,0.7227256252265313,0.7944774405351324,0.7881858630684351,0.1850881321795869,0.0289005037689594,213,734,31,997,889.0,True,False,,37.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:isotonic:precision_0_45,threshold=0.170,0.5759676487579434,0.9698443579766536,0.2249208025343189,0.7227256252265313,0.7944774405351324,0.7881858630684351,0.1850881321795869,0.0289005037689594,213,734,31,997,889.0,True,False,,38.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:sigmoid:cost_optimal_FN5_FP1,threshold=0.190,0.575635103926097,0.9698443579766536,0.2238648363252376,0.722463768115942,0.7949740939029251,0.7982609528675195,0.1840998396444213,0.0300728141561287,212,735,31,997,890.0,True,False,,39.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:sigmoid:precision_0_40,threshold=0.190,0.575635103926097,0.9698443579766536,0.2238648363252376,0.722463768115942,0.7949740939029251,0.7982609528675195,0.1840998396444213,0.0300728141561287,212,735,31,997,890.0,True,False,,40.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:sigmoid:precision_0_45,threshold=0.190,0.575635103926097,0.9698443579766536,0.2238648363252376,0.722463768115942,0.7949740939029251,0.7982609528675195,0.1840998396444213,0.0300728141561287,212,735,31,997,890.0,True,False,,41.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:uncalibrated:cost_optimal_FN5_FP1,threshold=0.240,0.575635103926097,0.9698443579766536,0.2238648363252376,0.722463768115942,0.7949740939029251,0.7982609528675195,0.1968823718510823,0.1068133759724942,212,735,31,997,890.0,True,False,,42.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:uncalibrated:precision_0_40,threshold=0.240,0.575635103926097,0.9698443579766536,0.2238648363252376,0.722463768115942,0.7949740939029251,0.7982609528675195,0.1968823718510823,0.1068133759724942,212,735,31,997,890.0,True,False,,43.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_2,imbalance_training:uncalibrated:precision_0_45,threshold=0.240,0.575635103926097,0.9698443579766536,0.2238648363252376,0.722463768115942,0.7949740939029251,0.7982609528675195,0.1968823718510823,0.1068133759724942,212,735,31,997,890.0,True,False,,44.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=2; Reference uncalibrated probability.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_scale_pos_weight_3_5,imbalance_training:sigmoid:cost_optimal_FN5_FP1,threshold=0.205,0.5839717147908073,0.9640077821011672,0.2544878563885955,0.7273394495412845,0.7960680666778974,0.8000824240367475,0.184017741024032,0.0165315752578613,241,706,37,991,891.0,True,False,,45.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,scale_pos_weight=3.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_scale_pos_weight_3_5,imbalance_training:sigmoid:precision_0_40,threshold=0.205,0.5839717147908073,0.9640077821011672,0.2544878563885955,0.7273394495412845,0.7960680666778974,0.8000824240367475,0.184017741024032,0.0165315752578613,241,706,37,991,891.0,True,False,,46.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,scale_pos_weight=3.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_scale_pos_weight_3_5,imbalance_training:sigmoid:precision_0_45,threshold=0.205,0.5839717147908073,0.9640077821011672,0.2544878563885955,0.7273394495412845,0.7960680666778974,0.8000824240367475,0.184017741024032,0.0165315752578613,241,706,37,991,891.0,True,False,,47.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,scale_pos_weight=3.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:sigmoid:cost_optimal_FN5_FP1,threshold=0.210,0.5914817036592681,0.9591439688715954,0.2808870116156283,0.7317254174397031,0.795389084514276,0.7993501612837668,0.1840443229415192,0.0204671320928929,266,681,42,986,891.0,True,False,,48.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=1.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:sigmoid:precision_0_40,threshold=0.210,0.5914817036592681,0.9591439688715954,0.2808870116156283,0.7317254174397031,0.795389084514276,0.7993501612837668,0.1840443229415192,0.0204671320928929,266,681,42,986,891.0,True,False,,49.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=1.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,XGBoost::xgboost_sample_weight_pos_1.5,imbalance_training:sigmoid:precision_0_45,threshold=0.210,0.5914817036592681,0.9591439688715954,0.2808870116156283,0.7317254174397031,0.795389084514276,0.7993501612837668,0.1840443229415192,0.0204671320928929,266,681,42,986,891.0,True,False,,50.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,imbalance_training_variants_heloc.csv,sample_weight positive class=1.5; Calibration improves validation Brier and ECE.; More balanced than baseline CatBoost: precision improves and FP drops with tolerable recall loss.,,precision<0.6
heloc,Best Scorecard,current_threshold:cost_optimal_current,threshold=0.160,0.5586932447397563,0.9815175097276264,0.1583949313621964,0.7120677487649965,0.801480407101681,0.8038770280230678,0.1816523806088388,0.014207949481563,150,797,19,1009,892.0,True,False,,51.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,current_threshold_baseline_heloc.csv,frozen final test row read from existing result table; source_model=woe_scorecard_logistic_regression; selected on validation within family,,precision<0.6; specificity<0.2
heloc,Best Scorecard,current_threshold:operational_current,threshold=0.160,0.5586932447397563,0.9815175097276264,0.1583949313621964,0.7120677487649965,0.801480407101681,0.8038770280230678,0.1816523806088388,0.014207949481563,150,797,19,1009,892.0,True,False,,52.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,current_threshold_baseline_heloc.csv,"threshold-only anchor from manual-review revision; manual band also uses low=0.16, high=0.39, selected on validation; source_model=woe_scorecard_logistic_regression; selected on validation within family",,precision<0.6; specificity<0.2
heloc,Best Scorecard,precision_constraint:A_min_precision_0_35,threshold=0.160,0.5586932447397563,0.9815175097276264,0.1583949313621964,0.7120677487649965,0.801480407101681,0.8038770280230678,0.1816523806088388,0.014207949481563,150,797,19,1009,892.0,True,False,,53.0,,False,False,Basic eligible binary policy; usable if its FP/review burden is acceptable.,precision_constrained_test_results_heloc.csv,"constraint keeps or improves FN5/FP1 cost; FP delta=0, precision delta=0.0000, recall delta=0.0000, cost delta=0; selected on validation.",,precision<0.6; specificity<0.2
