area,dataset,file,check,status,severity,evidence,recommendation
leakage_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\cost_matrix_sensitivity_heloc.csv,cost_threshold_selected_on_validation,PASS,INFO,test_set_used_for_threshold_selection true_count=0; selection_split=['validation'],
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\cost_matrix_sensitivity_heloc.csv,test_binary_metrics,PASS,INFO,"Confusion-derived metrics consistent; test_accuracy=0, test_precision=0, test_recall=1.1e-16, test_specificity=9.7e-17, test_f1=0",
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\cost_matrix_sensitivity_heloc.csv,test_expected_cost,PASS,INFO,test_expected_cost formula consistent; max_diff=0,
leakage_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\imbalance_training_variants_heloc.csv,imbalance_calibration_threshold_no_test,PASS,INFO,test_set_used_for_calibration_or_threshold_selection true_count=0; selection_split=['validation'],
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\imbalance_training_variants_heloc.csv,test_binary_metrics,PASS,INFO,"Confusion-derived metrics consistent; test_accuracy=0, test_precision=0, test_recall=1.1e-16, test_specificity=8.3e-17, test_f1=0",
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\imbalance_training_variants_heloc.csv,test_expected_cost_FN5_FP1,PASS,INFO,test_expected_cost_FN5_FP1 formula consistent; max_diff=0,
methodology,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\imbalance_training_variants_heloc.csv,calibration_and_threshold_same_validation,WARNING,MEDIUM,Sigmoid/isotonic calibration validation probabilities ile fit ediliyor ve threshold grid de ayni validation uzerinde seciliyor.,Test leakage degil; ama raporda metodolojik caveat olarak yaz veya ayri calibration/policy split kullan.
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\eligible_model_selection_heloc.csv,binary_metrics,PASS,INFO,"Confusion-derived metrics consistent; precision=0, recall=1.1e-16, specificity=1.1e-16, f1=2.2e-16",
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\eligible_model_selection_heloc.csv,expected_cost,FAIL,MEDIUM,expected_cost formula mismatch max_diff=4340,Binary cost ile manual-review remaining cost ayrimini acikla.
winner_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\eligible_model_selection_heloc.csv,winner_basic,PASS,INFO,winner_count=1,
winner_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\eligible_model_selection_heloc.csv,winner_strict,PASS,INFO,winner_count=1,
cost_interpretation,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\eligible_model_selection_heloc.csv,manual_expected_cost_mixed_scope,WARNING,MEDIUM,Manual-review normalized rows=77; expected_cost bu satirlarda remaining auto-decision cost olabilir.,Binary cost ve manual-review cost kapsamlarini ayir.
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\final_revised_comparison_heloc.csv,binary_metrics,PASS,INFO,"Confusion-derived metrics consistent; accuracy=0, precision=0, recall=1.1e-16, specificity=5.6e-17, f1=2.2e-16",
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\final_revised_comparison_heloc.csv,expected_cost_FN5_FP1,PASS,INFO,expected_cost_FN5_FP1 formula consistent; max_diff=0,
leakage_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\final_revised_comparison_heloc.csv,final_operational_rank_uses_test_metrics,WARNING,HIGH,"Final operational_rank expected_cost_revised_policy, precision, specificity ve fp gibi test-evaluation kolonlariyla hesaplanmis gorunuyor.",Strict validation icin final policy validation/onceden belirlenmis kuralla secilmeli; test sadece son raporlama icin kullanilmali.
output_completeness,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\false_positive_profile_heloc.csv,fp_profile_columns,FAIL,MEDIUM,"rows=5, missing=['fp_closer_to', 'fp_risky_profile_comment']",
metric_consistency,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\decision_curve_results_taiwan.csv,decision_curve_formula,PASS,INFO,Net benefit formula consistent.,
metric_consistency,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\decision_curve_results_taiwan.csv,decision_curve_rank,PASS,INFO,rank mismatches=0,
leakage_check,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\decision_curve_results_taiwan.csv,decision_curve_test_descriptive,PASS,INFO,evaluation_split=['test']; DCA test uzerinde betimleyici hesaplanmis.,DCA winnerlarini final policy secimi icin kullanma.
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\decision_curve_results_heloc.csv,decision_curve_formula,PASS,INFO,Net benefit formula consistent.,
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\decision_curve_results_heloc.csv,decision_curve_rank,PASS,INFO,rank mismatches=0,
leakage_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\decision_curve_results_heloc.csv,decision_curve_test_descriptive,PASS,INFO,evaluation_split=['test']; DCA test uzerinde betimleyici hesaplanmis.,DCA winnerlarini final policy secimi icin kullanma.
leakage_check,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\manual_review_band_optimized_taiwan.csv,band_selected_on_validation,PASS,INFO,test_set_used_for_band_selection true_count=0; selection_split=['validation'],
metric_consistency,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\manual_review_band_optimized_taiwan.csv,manual_review_metrics,PASS,INFO,Manual review rates and remaining cost consistent.,
cost_interpretation,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\manual_review_band_optimized_taiwan.csv,manual_review_remaining_cost_scope,WARNING,HIGH,remaining_expected_cost sadece low-risk FN + high-risk FP maliyetini sayiyor; manual-review iscilik/kapasite maliyeti monetized degil.,Rapor tablo basliklarinda binary expected cost ile manual-review remaining cost ayrimini netlestir.
leakage_check,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\manual_review_band_optimized_heloc.csv,band_selected_on_validation,PASS,INFO,test_set_used_for_band_selection true_count=0; selection_split=['validation'],
metric_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\manual_review_band_optimized_heloc.csv,manual_review_metrics,PASS,INFO,Manual review rates and remaining cost consistent.,
cost_interpretation,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\manual_review_band_optimized_heloc.csv,manual_review_remaining_cost_scope,WARNING,HIGH,remaining_expected_cost sadece low-risk FN + high-risk FP maliyetini sayiyor; manual-review iscilik/kapasite maliyeti monetized degil.,Rapor tablo basliklarinda binary expected cost ile manual-review remaining cost ayrimini netlestir.
recommendation_consistency,taiwan,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\final_revised_recommendation.csv,final_policy_matches_rank_1,PASS,INFO,recommended=CatBoost manual review band; rank1=CatBoost manual review band,
recommendation_consistency,heloc,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\final_revised_recommendation.csv,final_policy_matches_rank_1,PASS,INFO,recommended=CatBoost manual review band; rank1=CatBoost manual review band,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\32_precision_constrained_threshold_search.py,selection_logic_tokens,PASS,INFO,present=3/3 missing=[],
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\33_cost_matrix_sensitivity_analysis.py,selection_logic_tokens,PASS,INFO,present=3/3 missing=[],
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\35_manual_review_band_optimization.py,selection_logic_tokens,PASS,INFO,present=3/3 missing=[],
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\36_imbalance_training_revision.py,selection_logic_tokens,PASS,INFO,present=3/3 missing=[],
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\39_final_revised_comparison.py,selection_logic_tokens,PASS,INFO,present=3/3 missing=[],
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\32_precision_constrained_threshold_search.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\32_precision_constrained_threshold_search.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\33_cost_matrix_sensitivity_analysis.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\33_cost_matrix_sensitivity_analysis.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\34_decision_curve_analysis.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\34_decision_curve_analysis.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\35_manual_review_band_optimization.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\35_manual_review_band_optimization.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\36_imbalance_training_revision.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\36_imbalance_training_revision.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\37_minimum_acceptable_precision_selection.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\37_minimum_acceptable_precision_selection.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\38_false_positive_error_analysis.py,test_fit_pattern,PASS,INFO,No obvious fit(...test...) pattern.,
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\38_false_positive_error_analysis.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
recommendation_consistency,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\outputs\decision_revision\final_revised_recommendation.csv,auto_rejection_claim_control,PASS,INFO,"final recommendation comments=Final operational screening policy should be manual-review based. Avoid automatic rejection; binary fallback is CatBoost precision-constrained or eligible SCRE/LightGBM. | External-validation support favors SCRE-Pareto/manual-review, with Scorecard retained as interpretable benchmark.",
source_audit,both,C:\Users\AKTS\Desktop\Resul\Data_Mining_Project\experiments\39_final_revised_comparison.py,fit_transform_full_data_hint,PASS,INFO,No obvious full-data fit_transform pattern.,
