file_path,exists,source_stage,row_count,column_count,contains_validation_metrics,contains_test_metrics,contains_rank_or_winner,contains_audit_status,safe_for_main_report,safe_for_appendix,unsafe_reason,notes
outputs/decision_revision_v2/SELECTION_PROTOCOL_V2.md,True,V2,70,,True,True,True,False,False,True,,V2 supporting artifact.
outputs/decision_revision_v2/validation_candidate_registry_all.csv,True,V2,500,41,True,False,False,False,False,True,,V2 supporting artifact.
outputs/decision_revision_v2/validation_candidate_registry_heloc.csv,True,V2,250,41,True,False,False,False,False,True,,V2 supporting artifact.
outputs/decision_revision_v2/validation_candidate_registry_taiwan.csv,True,V2,250,41,True,False,False,False,False,True,,V2 supporting artifact.
outputs/decision_revision_v2/validation_only_selection_heloc.csv,True,V2,42,35,True,False,True,False,False,True,,V2 supporting artifact.
outputs/decision_revision_v2/validation_only_selection_summary.md,True,V2,33,,True,False,True,False,False,True,,V2 supporting artifact.
outputs/decision_revision_v2/validation_only_selection_taiwan.csv,True,V2,42,35,True,False,True,False,False,True,,V2 supporting artifact.
outputs/final_attempt/audit/final_attempt_audit.csv,True,Audit,96,6,False,False,False,True,False,True,Audit verdict is BLOCKED; file is useful only to explain why Final Attempt cannot be final.,Use as appendix/audit explanation.
outputs/final_attempt/audit/final_attempt_audit.md,True,Audit,118,,True,True,True,True,False,True,Audit verdict is BLOCKED; file is useful only to explain why Final Attempt cannot be final.,Use as appendix/audit explanation.
outputs/final_attempt/capacity_review/capacity_candidate_inventory.csv,True,Capacity Review,16,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/capacity_lift_results_heloc.csv,True,Capacity Review,126,21,False,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/capacity_lift_results_taiwan.csv,True,Capacity Review,126,21,False,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/capacity_model_comparison.csv,True,Capacity Review,28,12,False,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/capacity_review.log,True,Capacity Review,3,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/capacity_review_protocol_audit.json,True,Audit,18,8,False,True,False,True,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/capacity_review_summary.md,True,Capacity Review,61,,True,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/cumulative_gains_heloc.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/cumulative_gains_taiwan.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/lift_curve_heloc.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/lift_curve_taiwan.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/net_value_at_k_heloc.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/net_value_at_k_taiwan.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/precision_at_k_heloc.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/capacity_review/precision_at_k_taiwan.png,True,Capacity Review,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve.log,True,Decision Curve,3,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_best_ranges.csv,True,Decision Curve,28,12,False,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_candidate_inventory.csv,True,Decision Curve,16,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_heloc.png,True,Decision Curve,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_protocol_audit.json,True,Audit,10,8,False,True,False,True,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_results_heloc.csv,True,Decision Curve,1120,17,False,True,True,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_results_taiwan.csv,True,Decision Curve,1120,17,False,True,True,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_summary.md,True,Decision Curve,58,,True,True,True,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/decision_curve/decision_curve_taiwan.png,True,Decision Curve,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular.log,True,Final Attempt,70,,True,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_best_configs.csv,True,Final Attempt,768,65,True,True,True,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_locked_configs.csv,True,Final Attempt,6,65,True,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_locked_test_heloc.csv,True,Final Attempt,3,41,True,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_locked_test_taiwan.csv,True,Final Attempt,3,41,True,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_protocol_audit.json,True,Audit,15,10,True,True,False,True,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_run_stderr.log,True,Final Attempt,6,,False,False,False,True,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_run_stdout.log,True,Final Attempt,70,,True,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_summary.md,True,Final Attempt,66,,True,True,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64-32_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64-32_relu_base_history.csv,True,Final Attempt,42,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_class_weight_balanced_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_class_weight_balanced_history.csv,True,Final Attempt,33,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_0_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_0_history.csv,True,Final Attempt,15,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_1_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_1_history.csv,True,Final Attempt,19,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_2_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_2_history.csv,True,Final Attempt,44,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_3_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_3_history.csv,True,Final Attempt,21,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_elu_activation_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_elu_activation_history.csv,True,Final Attempt,43,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_focal_loss_experimental_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_focal_loss_experimental_history.csv,True,Final Attempt,36,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_kmeans_smote_train_only_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_kmeans_smote_train_only_history.csv,True,Final Attempt,17,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_none_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_none_history.csv,True,Final Attempt,38,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_activation_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_activation_history.csv,True,Final Attempt,33,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_base_history.csv,True,Final Attempt,24,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_smote_tomek_train_only_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_smote_tomek_train_only_history.csv,True,Final Attempt,49,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128_relu_base_history.csv,True,Final Attempt,34,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.0001_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.0001_history.csv,True,Final Attempt,13,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.001_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.001_history.csv,True,Final Attempt,33,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0_history.csv,True,Final Attempt,24,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_1em05_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_1em05_history.csv,True,Final Attempt,29,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_128_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_128_history.csv,True,Final Attempt,18,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_256_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_256_history.csv,True,Final Attempt,31,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_512_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_512_history.csv,True,Final Attempt,75,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_128_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_128_history.csv,True,Final Attempt,13,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_256_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_256_history.csv,True,Final Attempt,17,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_512_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_512_history.csv,True,Final Attempt,23,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_128_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_128_history.csv,True,Final Attempt,11,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_256_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_256_history.csv,True,Final Attempt,17,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_512_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_512_history.csv,True,Final Attempt,16,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_focal_dropout_0_2_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_focal_dropout_0_2_history.csv,True,Final Attempt,21,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_relu_base_history.csv,True,Final Attempt,15,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_relu_base_history.csv,True,Final Attempt,14,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_smote_tomek_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_smote_tomek_history.csv,True,Final Attempt,16,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_64_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_64_relu_base_history.csv,True,Final Attempt,63,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64-32_relu_base_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64-32_relu_base_history.csv,True,Final Attempt,55,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_class_weight_balanced_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_class_weight_balanced_history.csv,True,Final Attempt,56,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_0_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_0_history.csv,True,Final Attempt,20,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_1_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_1_history.csv,True,Final Attempt,57,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_2_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_2_history.csv,True,Final Attempt,52,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_3_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_3_history.csv,True,Final Attempt,58,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_elu_activation_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_elu_activation_history.csv,True,Final Attempt,63,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_focal_loss_experimental_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_focal_loss_experimental_history.csv,True,Final Attempt,45,6,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_kmeans_smote_train_only_curve.png,True,Final Attempt,,,False,False,False,False,False,True,,Final Attempt stress-test/robustness artifact; not final operational evidence.
