file_path,exists,stage,row_count,column_count,purpose,contains_train_metrics,contains_validation_metrics,contains_test_metrics,contains_rank_or_winner,contains_audit_status,safe_for_main_report,safe_for_appendix,unsafe_reason,notes
outputs/decision_revision/eligible_model_selection_taiwan.csv,True,Decision Revision V1,756,29,Validation-only selection evidence,False,False,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/error_group_distributions_taiwan.png,True,Decision Revision V1,,,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/error_group_feature_summary_heloc.csv,True,Decision Revision V1,280,12,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/error_group_feature_summary_taiwan.csv,True,Decision Revision V1,400,12,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/false_positive_interpretation.md,True,Decision Revision V1,30,,Project artifact,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/false_positive_interpretation_heloc.md,True,Decision Revision V1,30,,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/false_positive_profile_heloc.csv,True,Decision Revision V1,5,7,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/false_positive_profile_taiwan.csv,True,Decision Revision V1,5,11,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/false_positive_system_comparison_heloc.csv,True,Decision Revision V1,5,17,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/false_positive_system_comparison_taiwan.csv,True,Decision Revision V1,5,17,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_decision_revision_audit.csv,True,Decision Revision V1,100,8,Audit / validation evidence,False,False,False,False,True,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_decision_revision_audit.md,True,Decision Revision V1,70,,Audit / validation evidence,True,True,True,True,True,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_operational_model_selection_revised.csv,True,Decision Revision V1,4,30,Validation-only selection evidence,False,False,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_revised_comparison_heloc.csv,True,Decision Revision V1,9,31,Dataset/model result,False,False,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_revised_comparison_taiwan.csv,True,Decision Revision V1,8,31,Dataset/model result,False,False,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_revised_decision_summary.md,True,Decision Revision V1,56,,Project artifact,True,True,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/final_revised_recommendation.csv,True,Decision Revision V1,18,14,Project artifact,False,False,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/fp_tp_tn_similarity_heloc.csv,True,Decision Revision V1,75,7,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/fp_tp_tn_similarity_taiwan.csv,True,Decision Revision V1,105,7,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/frozen_baseline_inventory.csv,True,Decision Revision V1,24,6,Project artifact,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_training_best_variants.csv,True,Decision Revision V1,8,52,Project artifact,True,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_training_summary_heloc.md,True,Decision Revision V1,27,,Dataset/model result,True,True,False,False,True,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_training_summary_taiwan.md,True,Decision Revision V1,27,,Dataset/model result,True,True,False,False,True,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_training_variants_heloc.csv,True,Decision Revision V1,495,47,Dataset/model result,True,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_training_variants_taiwan.csv,True,Decision Revision V1,495,47,Dataset/model result,True,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_variant_cost_fp_taiwan.png,True,Decision Revision V1,,,Threshold / cost analysis,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/imbalance_variant_precision_recall_taiwan.png,True,Decision Revision V1,,,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_cost_tradeoff_heloc.png,True,Decision Revision V1,,,Threshold / cost analysis,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_cost_tradeoff_taiwan.png,True,Decision Revision V1,,,Threshold / cost analysis,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_distribution_heloc.png,True,Decision Revision V1,,,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_distribution_taiwan.png,True,Decision Revision V1,,,Dataset/model result,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_optimized_heloc.csv,True,Decision Revision V1,70,39,Dataset/model result,False,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_optimized_taiwan.csv,True,Decision Revision V1,70,39,Dataset/model result,False,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_summary_heloc.md,True,Decision Revision V1,26,,Dataset/model result,False,True,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/manual_review_band_summary_taiwan.md,True,Decision Revision V1,35,,Dataset/model result,False,True,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/net_benefit_model_ranges.csv,True,Decision Revision V1,44,10,Project artifact,False,False,False,True,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constrained_run_inventory.csv,True,Decision Revision V1,6,5,Project artifact,False,False,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constrained_test_results_heloc.csv,True,Decision Revision V1,98,44,Dataset/model result,False,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constrained_test_results_taiwan.csv,True,Decision Revision V1,98,44,Dataset/model result,False,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constrained_thresholds_heloc_validation.csv,True,Decision Revision V1,98,24,Validation-only selection evidence,False,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constrained_thresholds_taiwan_validation.csv,True,Decision Revision V1,98,24,Validation-only selection evidence,False,True,True,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constraint_summary_heloc.md,True,Decision Revision V1,22,,Dataset/model result,False,True,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision/precision_constraint_summary_taiwan.md,True,Decision Revision V1,43,,Dataset/model result,False,True,False,False,False,False,True,Decision Revision V1 was NOT READY; diagnostic only.,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_matrix_sensitivity_heloc.csv,True,Unknown,70,43,Threshold / cost analysis,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_matrix_sensitivity_taiwan.csv,True,Unknown,70,43,Threshold / cost analysis,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_matrix_summary_heloc.md,True,Unknown,30,,Threshold / cost analysis,False,True,False,True,True,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_matrix_summary_taiwan.md,True,Unknown,30,,Threshold / cost analysis,False,True,False,True,True,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_sensitivity_fp_reduction_taiwan.png,True,Unknown,,,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_sensitivity_precision_recall_taiwan.png,True,Unknown,,,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/cost_sensitivity_thresholds_taiwan.png,True,Unknown,,,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/current_problem_summary.md,True,Unknown,40,,Project artifact,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/current_threshold_baseline_heloc.csv,True,Unknown,24,20,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/current_threshold_baseline_taiwan.csv,True,Unknown,24,20,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_heloc.png,True,Unknown,,,Decision curve / net benefit,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_results_heloc.csv,True,Unknown,400,16,Decision curve / net benefit,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_results_taiwan.csv,True,Unknown,400,16,Decision curve / net benefit,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_summary_heloc.md,True,Unknown,61,,Decision curve / net benefit,True,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_summary_taiwan.md,True,Unknown,80,,Decision curve / net benefit,True,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_taiwan.png,True,Unknown,,,Decision curve / net benefit,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/decision_curve_winner_ranges.csv,True,Unknown,74,9,Decision curve / net benefit,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/eligibility_summary.md,True,Unknown,45,,Project artifact,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/eligible_model_selection_heloc.csv,True,Unknown,757,29,Validation-only selection evidence,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/eligible_model_selection_taiwan.csv,True,Unknown,756,29,Validation-only selection evidence,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/error_group_distributions_taiwan.png,True,Unknown,,,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/error_group_feature_summary_heloc.csv,True,Unknown,280,12,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/error_group_feature_summary_taiwan.csv,True,Unknown,400,12,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/false_positive_interpretation.md,True,Unknown,30,,Project artifact,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/false_positive_interpretation_heloc.md,True,Unknown,30,,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/false_positive_profile_heloc.csv,True,Unknown,5,7,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/false_positive_profile_taiwan.csv,True,Unknown,5,11,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/false_positive_system_comparison_heloc.csv,True,Unknown,5,17,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/false_positive_system_comparison_taiwan.csv,True,Unknown,5,17,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_decision_revision_audit.csv,True,Unknown,100,8,Audit / validation evidence,False,False,False,False,True,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_decision_revision_audit.md,True,Unknown,70,,Audit / validation evidence,True,True,True,True,True,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_operational_model_selection_revised.csv,True,Unknown,4,30,Validation-only selection evidence,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_revised_comparison_heloc.csv,True,Unknown,9,31,Dataset/model result,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_revised_comparison_taiwan.csv,True,Unknown,8,31,Dataset/model result,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_revised_decision_summary.md,True,Unknown,56,,Project artifact,True,True,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/final_revised_recommendation.csv,True,Unknown,18,14,Project artifact,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/fp_tp_tn_similarity_heloc.csv,True,Unknown,75,7,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/fp_tp_tn_similarity_taiwan.csv,True,Unknown,105,7,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/frozen_baseline_inventory.csv,True,Unknown,24,6,Project artifact,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_training_best_variants.csv,True,Unknown,8,52,Project artifact,True,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_training_summary_heloc.md,True,Unknown,27,,Dataset/model result,True,True,False,False,True,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_training_summary_taiwan.md,True,Unknown,27,,Dataset/model result,True,True,False,False,True,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_training_variants_heloc.csv,True,Unknown,495,47,Dataset/model result,True,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_training_variants_taiwan.csv,True,Unknown,495,47,Dataset/model result,True,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_variant_cost_fp_taiwan.png,True,Unknown,,,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/imbalance_variant_precision_recall_taiwan.png,True,Unknown,,,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_cost_tradeoff_heloc.png,True,Unknown,,,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_cost_tradeoff_taiwan.png,True,Unknown,,,Threshold / cost analysis,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_distribution_heloc.png,True,Unknown,,,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_distribution_taiwan.png,True,Unknown,,,Dataset/model result,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_optimized_heloc.csv,True,Unknown,70,39,Dataset/model result,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_optimized_taiwan.csv,True,Unknown,70,39,Dataset/model result,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_summary_heloc.md,True,Unknown,26,,Dataset/model result,False,True,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/manual_review_band_summary_taiwan.md,True,Unknown,35,,Dataset/model result,False,True,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/net_benefit_model_ranges.csv,True,Unknown,44,10,Project artifact,False,False,False,True,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constrained_run_inventory.csv,True,Unknown,6,5,Project artifact,False,False,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constrained_test_results_heloc.csv,True,Unknown,98,44,Dataset/model result,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constrained_test_results_taiwan.csv,True,Unknown,98,44,Dataset/model result,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constrained_thresholds_heloc_validation.csv,True,Unknown,98,24,Validation-only selection evidence,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constrained_thresholds_taiwan_validation.csv,True,Unknown,98,24,Validation-only selection evidence,False,True,True,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constraint_summary_heloc.md,True,Unknown,22,,Dataset/model result,False,True,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_archive_20260505_111036/precision_constraint_summary_taiwan.md,True,Unknown,43,,Dataset/model result,False,True,False,False,False,False,False,,Generated from current filesystem inventory.
outputs/decision_revision_v2/calibration_policy_separated_results_heloc.csv,True,V2,3,45,Calibration evidence,True,True,True,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/calibration_policy_separated_results_taiwan.csv,True,V2,3,45,Calibration evidence,True,True,True,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/calibration_policy_split_check.md,True,V2,19,,Calibration evidence,True,True,True,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/calibration_threshold_caveat.md,True,V2,25,,Calibration evidence,True,True,False,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/candidate_registry_summary.md,True,V2,35,,Project artifact,True,True,False,True,True,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/false_positive_profile_heloc_completed.csv,True,V2,5,16,Dataset/model result,False,False,False,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/false_positive_profile_interpretation.md,True,V2,20,,Project artifact,False,False,False,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/false_positive_profile_taiwan_completed.csv,True,V2,5,26,Dataset/model result,False,False,False,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/final_audit_v2.csv,True,V2,39,7,Audit / validation evidence,False,False,False,False,True,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/final_audit_v2.md,True,V2,86,,Audit / validation evidence,False,True,True,True,True,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/final_heldout_test_evidence_table.csv,True,V2,2,22,Locked held-out test evidence,False,False,True,True,False,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/final_safe_recommendation.md,True,V2,55,,Project artifact,False,True,True,True,False,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/final_table_methodology_note.md,True,V2,22,,Project artifact,False,True,True,True,True,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/final_validation_selection_table.csv,True,V2,84,22,Validation-only selection evidence,False,True,False,True,False,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/fp_similarity_summary_heloc.csv,True,V2,75,20,Dataset/model result,False,False,False,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/fp_similarity_summary_taiwan.csv,True,V2,115,20,Dataset/model result,False,False,False,False,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/input_file_inventory.csv,True,V2,13,15,Project artifact,False,True,True,True,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/locked_final_policy_heloc.json,True,V2,20,,Dataset/model result,False,True,False,True,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/locked_final_policy_taiwan.json,True,V2,20,,Dataset/model result,False,True,False,True,False,False,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/locked_test_evaluation_heloc.csv,True,V2,1,47,Locked held-out test evidence,False,True,True,False,False,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/locked_test_evaluation_summary.md,True,V2,73,,Locked held-out test evidence,False,True,True,False,False,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/locked_test_evaluation_taiwan.csv,True,V2,1,47,Locked held-out test evidence,False,True,True,False,False,True,True,,Generated from current filesystem inventory.
outputs/decision_revision_v2/manual_review_cost_interpretation.md,True,V2,50,,Threshold / cost analysis,False,True,False,True,False,False,True,,Generated from current filesystem inventory.
